id;id_cliente;dt_compra;produto;qtde;delivery;pgto
4579;;07/09/2019;76;2;n;cd
4580;;07/09/2019;101;1;s;cd
4581;2626;07/09/2019;32;5;n;cc
4582;3601;07/09/2019;20;3;s;cc
4583;;07/09/2019;110;1;n;cc
4584;1610;08/09/2019;1;5;n;cc
4585;;08/09/2019;98;2;n;cc
4586;;08/09/2019;105;3;n;cd
4587;4719;08/09/2019;20;2;n;d
4588;;08/09/2019;94;1;s;d
4589;2209;08/09/2019;57;3;;cc
4590;;08/09/2019;80;2;s;cd
4591;3385;08/09/2019;36;6;s;cd
4592;;08/09/2019;113;3;s;d
4593;4840;08/09/2019;21;4;s;d
4594;1267;08/09/2019;73;6;n;cd
4595;2404;08/09/2019;26;4;s;cc
4596;;08/09/2019;86;2;n;cc
4597;3013;08/09/2019;54;5;s;d
4598;451;08/09/2019;64;3;n;cd
4599;;08/09/2019;118;2;s;cc
4600;1162;08/09/2019;21;5;n;cd
4601;1201;08/09/2019;3;5;;d
4602;368;08/09/2019;61;4;s;cd
4603;4258;08/09/2019;65;1;n;cd
4604;1629;09/09/2019;61;4;s;cc
4605;1135;09/09/2019;39;6;n;cc
4606;;09/09/2019;92;1;s;cc
4607;2679;09/09/2019;33;6;n;d
4608;3151;09/09/2019;50;4;;cc
4609;;09/09/2019;84;5;n;d
4610;;09/09/2019;111;3;n;d
4611;;09/09/2019;87;2;n;cd
4612;1687;09/09/2019;3;2;n;cd
4613;;09/09/2019;112;5;n;cc
4614;;09/09/2019;92;5;n;d
4615;3200;09/09/2019;11;3;;cc
4616;3080;09/09/2019;23;2;n;d
4617;3384;09/09/2019;36;3;n;d
4618;;09/09/2019;108;2;n;d
4619;1254;09/09/2019;10;2;n;cd
4620;245;09/09/2019;8;4;n;cc
4621;3934;09/09/2019;43;1;n;cc
4622;912;09/09/2019;18;3;n;cc
4623;2316;09/09/2019;37;3;n;cc
4624;;09/09/2019;79;4;n;cc
4625;;09/09/2019;86;3;n;d
4626;;09/09/2019;119;4;s;cc
4627;1590;09/09/2019;17;3;s;cd
4628;1185;09/09/2019;47;6;n;d
4629;440;09/09/2019;11;4;s;cc
4630;;09/09/2019;96;2;n;cd
4631;897;10/09/2019;31;3;s;d
4632;1799;10/09/2019;45;5;n;cc
4633;;10/09/2019;95;1;s;d
4634;814;10/09/2019;57;4;n;d
4635;;10/09/2019;85;4;s;cd
4636;2986;10/09/2019;43;2;n;d
4637;;10/09/2019;84;6;s;cd
4638;;10/09/2019;118;3;n;cc
4639;;10/09/2019;119;3;s;cc
4640;4996;10/09/2019;12;1;n;cc
4641;2955;10/09/2019;50;3;;cc
4642;4474;10/09/2019;14;4;s;cc
4643;;10/09/2019;113;4;s;d
4644;;10/09/2019;90;6;s;d
4645;;10/09/2019;98;3;s;cc
4646;612;11/09/2019;54;5;n;d
4647;;11/09/2019;80;2;n;cc
4648;;11/09/2019;83;3;n;cc
4649;3963;11/09/2019;67;3;n;d
4650;;11/09/2019;97;6;n;cd
4651;1878;11/09/2019;9;6;n;cc
4652;;11/09/2019;77;5;n;cc
4653;;11/09/2019;113;4;n;d
4654;103;11/09/2019;66;5;n;cd
4655;2243;11/09/2019;69;3;n;cd
4656;4633;11/09/2019;52;6;n;d
4657;2498;11/09/2019;15;4;n;d
4658;;11/09/2019;90;1;s;d
4659;3569;11/09/2019;19;6;n;cd
4660;4352;11/09/2019;71;6;s;cc
4661;;11/09/2019;117;6;n;cc
4662;2101;11/09/2019;13;3;s;cc
4663;3967;12/09/2019;4;4;s;cd
4664;898;12/09/2019;29;1;s;d
4665;3368;12/09/2019;58;2;n;cc
4666;;12/09/2019;119;4;s;cd
4667;;12/09/2019;109;6;s;d
4668;;12/09/2019;105;5;n;d
4669;;12/09/2019;119;6;n;cd
4670;3682;12/09/2019;16;4;;cd
4671;;12/09/2019;85;2;n;d
4672;1151;12/09/2019;14;6;n;cd
4673;;12/09/2019;75;3;n;d
4674;;12/09/2019;76;2;n;cd
4675;1512;12/09/2019;10;2;n;cc
4676;4841;12/09/2019;64;1;n;cd
4677;;12/09/2019;108;4;n;cc
4678;;12/09/2019;116;1;s;cc
4679;;12/09/2019;85;1;n;d
4680;;12/09/2019;89;1;s;cd
4681;1487;12/09/2019;52;4;n;cc
4682;;13/09/2019;99;1;s;cc
4683;341;13/09/2019;20;6;n;d
4684;2986;13/09/2019;57;1;s;cc
4685;3800;13/09/2019;60;4;n;d
4686;4369;13/09/2019;21;2;n;cc
4687;1339;13/09/2019;34;5;n;cd
4688;655;13/09/2019;67;3;n;cd
4689;;13/09/2019;118;1;n;d
4690;;13/09/2019;90;2;s;cd
4691;4349;13/09/2019;38;6;;cc
4692;;13/09/2019;92;6;s;d
4693;4253;13/09/2019;42;2;s;cc
4694;407;13/09/2019;63;1;n;cc
4695;3205;13/09/2019;65;4;s;d
4696;41;13/09/2019;20;4;n;cc
4697;2408;13/09/2019;58;4;s;d
4698;3517;13/09/2019;62;5;n;cd
4699;;13/09/2019;111;6;;cd
4700;1515;13/09/2019;62;1;n;cd
4701;828;14/09/2019;41;3;n;cc
4702;;14/09/2019;107;4;n;cc
4703;4893;14/09/2019;66;3;n;cd
4704;1544;14/09/2019;41;2;n;cc
4705;;14/09/2019;80;3;n;cc
4706;;14/09/2019;107;6;;cd
4707;3378;14/09/2019;26;4;n;cc
4708;232;14/09/2019;27;1;n;d
4709;4660;14/09/2019;41;4;n;d
4710;;14/09/2019;78;4;n;cc
4711;1917;14/09/2019;64;6;n;cc
4712;4579;14/09/2019;30;6;n;cd
4713;;14/09/2019;86;3;n;cd
4714;;14/09/2019;111;5;n;cd
4715;1375;14/09/2019;3;4;n;cd
4716;;15/09/2019;108;1;n;cc
4717;;15/09/2019;117;2;s;cd
4718;537;15/09/2019;64;1;s;d
4719;;15/09/2019;79;3;n;cc
4720;;15/09/2019;115;1;s;cd
4721;656;15/09/2019;33;5;n;cd
4722;3782;15/09/2019;46;1;s;cd
4723;;15/09/2019;86;2;n;cc
4724;4586;15/09/2019;45;6;s;cc
4725;;15/09/2019;104;1;n;cc
4726;2849;15/09/2019;53;1;s;cc
4727;3049;15/09/2019;68;4;n;cc
4728;1035;15/09/2019;12;2;s;cc
4729;1483;15/09/2019;16;1;n;cc
4730;3634;15/09/2019;57;2;s;cd
4731;596;15/09/2019;71;5;n;cc
4732;2058;15/09/2019;33;5;;d
4733;;15/09/2019;103;6;s;cd
4734;498;16/09/2019;52;3;s;cc
4735;;16/09/2019;89;6;s;cc
4736;1238;16/09/2019;58;4;s;cd
4737;4947;16/09/2019;46;5;n;cc
4738;884;16/09/2019;22;2;n;cc
4739;2955;16/09/2019;65;2;n;cc
4740;;16/09/2019;119;3;n;cc
4741;4164;16/09/2019;3;1;n;cd
4742;3055;16/09/2019;67;4;n;cd
4743;;16/09/2019;108;1;n;cd
4744;;16/09/2019;109;6;n;d
4745;3131;16/09/2019;34;1;n;d
4746;;16/09/2019;101;6;n;cd
4747;;16/09/2019;93;2;n;cd
4748;4722;16/09/2019;70;6;n;cd
4749;;16/09/2019;89;4;s;cc
4750;1080;16/09/2019;42;1;n;cc
4751;;16/09/2019;93;2;s;cd
4752;3789;16/09/2019;34;1;n;cc
4753;4344;16/09/2019;67;1;s;d
4754;188;17/09/2019;6;4;s;d
4755;2408;17/09/2019;49;4;s;cc
4756;2813;17/09/2019;14;6;n;cc
4757;1679;17/09/2019;48;4;s;cc
4758;2150;17/09/2019;8;3;s;d
4759;;17/09/2019;107;1;n;d
4760;;17/09/2019;105;1;n;cd
4761;;17/09/2019;96;5;;cd
4762;;17/09/2019;112;5;n;cc
4763;1672;17/09/2019;43;4;n;d
4764;;17/09/2019;96;1;n;cd
4765;2019;17/09/2019;59;3;n;cd
4766;3266;18/09/2019;8;4;n;cc
4767;4560;18/09/2019;19;1;n;d
4768;357;18/09/2019;3;6;n;cc
4769;;18/09/2019;99;2;s;d
4770;;18/09/2019;92;4;n;cc
4771;;18/09/2019;92;5;s;d
4772;3488;18/09/2019;8;6;n;cc
4773;;18/09/2019;86;6;s;d
4774;3088;18/09/2019;7;5;n;cd
4775;2041;18/09/2019;45;5;s;cc
4776;2099;18/09/2019;33;6;n;cd
4777;701;18/09/2019;37;4;n;cd
4778;;18/09/2019;95;3;n;cc
4779;;18/09/2019;81;5;n;d
4780;4892;19/09/2019;36;1;n;cd
4781;4799;19/09/2019;25;4;s;cc
4782;1574;19/09/2019;28;1;;d
4783;3214;19/09/2019;18;4;s;cc
4784;;19/09/2019;93;2;s;d
4785;817;19/09/2019;35;6;s;cc
4786;;19/09/2019;104;4;s;cd
4787;;19/09/2019;117;1;n;d
4788;1520;19/09/2019;74;4;s;d
4789;1736;19/09/2019;15;5;n;d
4790;;19/09/2019;87;3;s;d
4791;1451;19/09/2019;67;5;n;cc
4792;;19/09/2019;84;5;s;d
4793;4393;19/09/2019;56;5;n;d
4794;4004;19/09/2019;36;4;;cc
4795;1752;20/09/2019;52;6;;cd
4796;546;20/09/2019;50;4;;d
4797;2059;20/09/2019;5;6;s;cd
4798;;20/09/2019;112;2;n;cc
4799;;20/09/2019;80;4;s;cc
4800;740;20/09/2019;24;1;n;d
4801;;20/09/2019;86;3;s;cc
4802;3346;20/09/2019;69;1;n;d
4803;4906;20/09/2019;59;1;;cd
4804;;20/09/2019;105;6;n;cd
4805;567;20/09/2019;44;6;n;d
4806;;20/09/2019;115;4;n;d
4807;4933;20/09/2019;17;3;n;cc
4808;;20/09/2019;102;6;n;d
4809;;20/09/2019;107;6;n;d
4810;2727;20/09/2019;51;4;;cc
4811;;20/09/2019;89;1;n;cd
4812;;20/09/2019;76;5;n;cc
4813;;20/09/2019;107;3;n;cd
4814;2120;21/09/2019;42;2;n;cd
4815;805;21/09/2019;65;4;n;cd
4816;2017;21/09/2019;47;3;n;d
4817;849;21/09/2019;51;4;n;cd
4818;;21/09/2019;105;2;n;cd
4819;1728;21/09/2019;68;6;n;cc
4820;1390;21/09/2019;29;5;n;cd
4821;3445;21/09/2019;28;2;s;d
4822;;21/09/2019;115;2;s;cc
4823;857;21/09/2019;55;5;n;d
4824;4189;21/09/2019;63;6;s;d
4825;850;21/09/2019;66;5;n;cc
4826;;21/09/2019;110;4;s;cc
4827;;21/09/2019;114;5;n;cc
4828;;21/09/2019;119;6;s;cd
4829;4229;21/09/2019;65;1;n;d
4830;1735;22/09/2019;20;1;s;cc
4831;;22/09/2019;85;4;n;cd
4832;4168;22/09/2019;4;5;s;d
4833;4174;22/09/2019;32;1;n;cd
4834;;22/09/2019;102;6;s;cc
4835;1849;22/09/2019;44;5;n;cd
4836;3890;22/09/2019;27;1;;d
4837;68;22/09/2019;9;5;s;cc
4838;;22/09/2019;106;2;s;d
4839;4707;22/09/2019;8;2;s;cc
4840;1924;22/09/2019;65;2;s;cc
4841;3860;22/09/2019;65;1;n;cd
4842;;22/09/2019;94;1;n;cc
4843;2379;22/09/2019;70;6;n;cd
4844;179;22/09/2019;20;2;n;cd
4845;3674;22/09/2019;61;6;n;d
4846;3806;22/09/2019;34;6;n;d
4847;4607;22/09/2019;47;2;n;cd
4848;1508;22/09/2019;28;4;n;cc
4849;4495;22/09/2019;58;4;n;d
4850;;22/09/2019;111;2;n;cd
4851;1979;22/09/2019;58;1;n;d
4852;;22/09/2019;79;3;n;cd
4853;947;22/09/2019;18;5;s;cc
4854;;22/09/2019;80;1;n;cc
4855;2454;22/09/2019;1;1;s;cc
4856;3738;22/09/2019;35;6;n;cc
4857;1377;22/09/2019;45;1;s;cc
4858;2976;22/09/2019;42;4;s;cd
4859;2245;22/09/2019;38;1;s;d
4860;;23/09/2019;90;3;n;cc
4861;3643;23/09/2019;56;3;s;cc
4862;540;23/09/2019;53;4;s;cd
4863;1663;23/09/2019;63;6;n;cc
4864;;23/09/2019;84;6;n;cc
4865;4957;23/09/2019;30;3;;cc
4866;3146;23/09/2019;8;3;n;cd
4867;;23/09/2019;100;3;n;cd
4868;;23/09/2019;110;5;n;cd
4869;;23/09/2019;75;3;n;d
4870;;23/09/2019;91;1;n;cd
4871;289;23/09/2019;9;5;n;d
4872;2555;23/09/2019;73;5;n;cc
4873;48;23/09/2019;56;2;s;cd
4874;;23/09/2019;109;1;n;cd
4875;;23/09/2019;76;4;s;d
4876;3781;23/09/2019;40;2;n;cc
4877;4528;24/09/2019;32;6;s;cc
4878;4359;24/09/2019;71;3;n;cc
4879;743;24/09/2019;48;1;s;cd
4880;894;24/09/2019;52;2;n;d
4881;;24/09/2019;94;6;n;cc
4882;4589;24/09/2019;59;5;n;d
4883;;24/09/2019;117;5;n;cc
4884;;24/09/2019;111;6;n;cd
4885;2057;24/09/2019;65;5;s;d
4886;441;24/09/2019;48;6;;cd
4887;4632;24/09/2019;48;2;s;cc
4888;458;24/09/2019;44;5;s;cc
4889;;24/09/2019;111;2;s;cc
4890;;24/09/2019;116;3;s;cd
4891;2574;24/09/2019;25;2;n;cd
4892;191;24/09/2019;38;2;s;cc
4893;4091;24/09/2019;3;6;n;cc
4894;;24/09/2019;118;3;s;cd
4895;;24/09/2019;109;5;n;cc
4896;1049;24/09/2019;61;5;s;cd
4897;;24/09/2019;90;5;n;cc
4898;;24/09/2019;114;1;;cd
4899;2642;25/09/2019;6;6;;d
4900;;25/09/2019;94;6;s;cc
4901;4575;25/09/2019;36;1;n;d
4902;;25/09/2019;81;1;s;cd
4903;;25/09/2019;94;6;n;cd
4904;1715;25/09/2019;49;5;s;cd
4905;1277;25/09/2019;3;6;n;cc
4906;2600;25/09/2019;44;5;;cd
4907;247;25/09/2019;37;5;n;cc
4908;;25/09/2019;96;3;n;cc
4909;;25/09/2019;96;5;n;cd
4910;4415;25/09/2019;44;1;n;cc
4911;1643;25/09/2019;41;6;n;cd
4912;4151;25/09/2019;41;2;n;cc
4913;2152;25/09/2019;52;6;;d
4914;1110;25/09/2019;56;1;n;cc
4915;;25/09/2019;101;2;n;cd
4916;710;25/09/2019;2;1;n;cd
4917;3323;25/09/2019;46;2;n;d
4918;3884;26/09/2019;17;4;n;cd
4919;;26/09/2019;84;4;n;cc
4920;3045;26/09/2019;37;5;n;cc
4921;1157;26/09/2019;36;1;n;d
4922;;26/09/2019;91;1;n;cd
4923;;26/09/2019;109;5;n;cc
4924;3764;26/09/2019;40;3;s;cd
4925;1368;26/09/2019;23;6;s;cc
4926;203;26/09/2019;47;4;n;cd
4927;3616;26/09/2019;50;4;s;cc
4928;47;26/09/2019;67;3;n;d
4929;;26/09/2019;103;3;s;d
4930;2737;26/09/2019;16;6;n;d
4931;;27/09/2019;103;4;s;cc
4932;1577;27/09/2019;4;3;n;cc
4933;32;27/09/2019;9;1;s;cd
4934;;27/09/2019;86;6;n;cd
4935;2957;27/09/2019;32;3;s;cc
4936;;27/09/2019;115;3;n;cd
4937;1758;27/09/2019;7;5;s;cd
4938;;27/09/2019;97;5;n;cd
4939;3873;27/09/2019;62;5;;cd
4940;4547;27/09/2019;72;3;s;cd
4941;2098;27/09/2019;28;2;s;cc
4942;4801;27/09/2019;60;3;s;cc
4943;;27/09/2019;96;2;s;cc
4944;;27/09/2019;98;4;n;cc
4945;350;27/09/2019;64;2;n;d
4946;;27/09/2019;83;5;n;d
4947;;27/09/2019;100;2;n;cd
4948;2123;27/09/2019;48;5;n;d
4949;4831;27/09/2019;59;4;n;cc
4950;;27/09/2019;90;4;n;cd
4951;640;28/09/2019;53;3;n;cc
4952;;28/09/2019;101;6;n;cc
4953;2980;28/09/2019;38;2;n;d
4954;1393;28/09/2019;34;5;n;cd
4955;636;28/09/2019;4;5;n;d
4956;4336;28/09/2019;32;4;s;d
4957;;28/09/2019;95;5;n;cc
4958;;28/09/2019;96;3;s;cc
4959;1082;28/09/2019;64;6;n;cd
4960;3849;28/09/2019;38;5;s;cd
4961;;28/09/2019;94;3;s;cd
4962;325;28/09/2019;4;1;s;cc
4963;;28/09/2019;97;2;n;cd
4964;2036;28/09/2019;37;6;s;d
4965;3176;28/09/2019;17;6;s;d
4966;3413;28/09/2019;51;1;n;cc
4967;4196;28/09/2019;6;3;n;cd
4968;508;29/09/2019;8;5;;d
4969;;29/09/2019;88;6;n;cd
4970;165;29/09/2019;31;2;n;d
4971;;29/09/2019;76;5;n;cd
4972;;29/09/2019;95;4;n;cd
4973;;29/09/2019;111;3;n;cc
4974;3578;29/09/2019;72;2;n;cc
4975;1177;29/09/2019;69;5;n;d
4976;;29/09/2019;110;5;s;cc
4977;4962;29/09/2019;51;1;n;cc
4978;;29/09/2019;95;2;s;cc
4979;404;29/09/2019;51;2;n;cc
4980;181;29/09/2019;62;1;s;cc
4981;1948;29/09/2019;70;3;n;cc
4982;4206;29/09/2019;59;6;s;d
4983;;29/09/2019;84;5;n;cd
4984;35;30/09/2019;29;3;n;cc
4985;1489;30/09/2019;33;6;n;d
4986;;30/09/2019;115;4;n;cc
4987;3019;30/09/2019;19;3;n;cd
4988;;30/09/2019;102;4;s;cc
4989;107;30/09/2019;16;5;;cc
4990;;30/09/2019;93;2;s;cc
4991;;30/09/2019;113;4;s;cc
4992;;30/09/2019;81;4;s;d
4993;3299;30/09/2019;55;3;s;cd
4994;4914;30/09/2019;63;4;n;d
4995;;30/09/2019;97;2;s;cc
4996;;30/09/2019;99;2;n;cd
4997;3851;30/09/2019;69;6;s;cc
4998;2571;30/09/2019;1;2;n;d
4999;;01/10/2019;78;4;s;d
5000;3470;01/10/2019;3;3;n;cd
5001;;01/10/2019;94;1;s;cc
5002;620;01/10/2019;40;1;n;cd
5003;921;01/10/2019;32;6;s;cd
5004;4395;01/10/2019;10;1;s;cc
5005;457;01/10/2019;71;1;n;cd
5006;487;01/10/2019;24;5;s;cc
5007;717;01/10/2019;17;4;n;cc
5008;;01/10/2019;110;4;n;d
5009;1378;01/10/2019;17;3;n;d
5010;2663;01/10/2019;26;5;n;cd
5011;2754;01/10/2019;38;6;n;cc
5012;;01/10/2019;93;4;n;d
5013;4671;01/10/2019;27;5;n;d
5014;2654;01/10/2019;4;4;n;d
5015;4151;01/10/2019;44;6;n;cd
5016;3294;01/10/2019;64;4;n;d
5017;;01/10/2019;94;6;s;cd
5018;1987;01/10/2019;35;1;s;cc
5019;3523;01/10/2019;72;5;s;cc
5020;2535;01/10/2019;56;2;s;d
5021;117;01/10/2019;45;2;n;d
5022;;01/10/2019;84;2;s;cd
5023;;01/10/2019;84;4;n;d
5024;3719;01/10/2019;57;2;s;cc
5025;2689;01/10/2019;28;3;n;cd
5026;4555;01/10/2019;21;4;;cc
5027;1040;01/10/2019;52;1;s;d
5028;;01/10/2019;114;1;n;cd
5029;;01/10/2019;114;4;s;cc
5030;3985;01/10/2019;23;1;n;cc
5031;;01/10/2019;92;2;n;cd
5032;;01/10/2019;93;1;n;d
5033;4019;01/10/2019;67;6;n;d
5034;;01/10/2019;96;1;n;cd
5035;;01/10/2019;95;5;n;cc
5036;1257;01/10/2019;13;4;n;cd
5037;;01/10/2019;98;4;n;cc
5038;;01/10/2019;107;6;n;d
5039;4145;01/10/2019;26;5;n;cd
5040;;01/10/2019;106;2;s;d
5041;;01/10/2019;109;2;n;d
5042;692;01/10/2019;73;2;s;cc
5043;;02/10/2019;108;5;n;d
5044;3118;02/10/2019;20;6;s;cd
5045;;02/10/2019;85;1;n;d
5046;;02/10/2019;94;6;;d
5047;;02/10/2019;93;5;n;cd
5048;;02/10/2019;77;6;n;cd
5049;1626;02/10/2019;60;4;n;d
5050;341;02/10/2019;6;2;n;cd
5051;;02/10/2019;82;4;n;cc
5052;;02/10/2019;106;2;n;cd
5053;;02/10/2019;83;5;;d
5054;4187;02/10/2019;57;5;n;cd
5055;195;02/10/2019;43;2;n;cd
5056;716;02/10/2019;56;2;n;cd
5057;;02/10/2019;98;1;n;cc
5058;;02/10/2019;104;6;n;cc
5059;4737;02/10/2019;21;5;n;cd
5060;;02/10/2019;78;1;n;cc
5061;;02/10/2019;102;6;n;cd
5062;;02/10/2019;102;3;n;d
5063;;02/10/2019;98;3;n;d
5064;4718;02/10/2019;50;5;s;cc
5065;;02/10/2019;84;3;s;d
5066;;03/10/2019;103;3;n;cc
5067;;03/10/2019;91;1;s;d
5068;;03/10/2019;82;2;n;cd
5069;759;03/10/2019;74;1;s;d
5070;3938;03/10/2019;5;1;n;cd
5071;;03/10/2019;113;3;s;cd
5072;;03/10/2019;108;4;n;cc
5073;737;03/10/2019;59;6;s;cd
5074;706;03/10/2019;19;3;n;cc
5075;;03/10/2019;75;4;s;d
5076;;03/10/2019;75;2;n;cd
5077;254;03/10/2019;72;1;s;cc
5078;2807;03/10/2019;4;6;n;d
5079;4287;03/10/2019;63;6;;d
5080;1970;03/10/2019;65;3;s;d
5081;2578;03/10/2019;52;5;s;d
5082;;03/10/2019;88;3;s;cd
5083;1271;03/10/2019;28;6;s;d
5084;;03/10/2019;104;2;n;cc
5085;1645;04/10/2019;14;4;n;cc
5086;;04/10/2019;89;5;n;cd
5087;;04/10/2019;108;3;n;cd
5088;;04/10/2019;88;3;n;cd
5089;2420;04/10/2019;66;6;n;cc
5090;963;04/10/2019;67;4;n;d
5091;;04/10/2019;88;1;n;cc
5092;854;04/10/2019;33;4;n;d
5093;683;04/10/2019;4;4;n;cc
5094;1428;04/10/2019;8;5;n;d
5095;;04/10/2019;117;1;n;d
5096;2351;04/10/2019;17;6;s;cc
5097;1850;05/10/2019;60;5;n;cc
5098;;05/10/2019;89;6;s;cd
5099;3581;05/10/2019;68;3;n;d
5100;2957;05/10/2019;9;3;s;cd
5101;3990;05/10/2019;15;6;s;d
5102;524;05/10/2019;74;6;s;d
5103;;05/10/2019;81;1;n;cd
5104;4011;05/10/2019;34;4;s;cd
5105;;05/10/2019;118;2;s;cc
5106;4649;05/10/2019;60;4;n;cc
5107;3906;05/10/2019;16;6;n;cd
5108;;05/10/2019;103;5;;d
5109;;05/10/2019;76;1;n;cc
5110;3688;05/10/2019;74;5;n;cc
5111;4362;05/10/2019;68;1;n;d
5112;1377;05/10/2019;16;4;n;cc
5113;44;05/10/2019;46;2;n;cd
5114;;06/10/2019;99;2;n;d
5115;3411;06/10/2019;30;4;n;cc
5116;4318;06/10/2019;56;5;s;cc
5117;1799;06/10/2019;49;6;n;d
5118;2877;06/10/2019;57;2;s;cc
5119;4600;06/10/2019;30;1;n;d
5120;1864;06/10/2019;25;2;s;cc
5121;4158;06/10/2019;44;6;n;cc
5122;689;06/10/2019;24;6;s;d
5123;2155;06/10/2019;3;1;n;d
5124;250;06/10/2019;4;6;n;d
5125;;06/10/2019;110;5;n;cd
5126;2295;06/10/2019;26;1;n;cc
5127;76;06/10/2019;41;2;n;d
5128;4838;06/10/2019;40;5;s;cd
5129;2073;06/10/2019;14;5;;d
5130;;06/10/2019;100;3;s;cd
5131;2391;06/10/2019;1;2;s;cc
5132;3843;06/10/2019;14;6;s;cd
5133;;06/10/2019;78;1;s;cd
5134;3225;06/10/2019;59;4;n;cd
5135;4648;07/10/2019;36;6;s;cc
5136;;07/10/2019;104;3;n;cc
5137;452;07/10/2019;19;3;s;cc
5138;;07/10/2019;85;2;n;cd
5139;;07/10/2019;99;3;s;cc
5140;;07/10/2019;80;4;n;cc
5141;;07/10/2019;91;4;s;d
5142;2777;07/10/2019;68;3;s;cd
5143;959;07/10/2019;39;6;n;cd
5144;2094;07/10/2019;6;4;s;cd
5145;;08/10/2019;80;4;n;d
5146;2622;08/10/2019;2;6;s;cc
5147;4839;08/10/2019;28;2;n;cc
5148;;08/10/2019;118;1;;cc
5149;;08/10/2019;97;3;n;d
5150;1401;08/10/2019;67;3;n;cc
5151;464;08/10/2019;41;5;n;d
5152;2227;08/10/2019;24;2;n;cc
5153;3361;08/10/2019;44;1;n;cc
5154;2927;08/10/2019;71;5;n;d
5155;;08/10/2019;83;6;;cd
5156;4469;08/10/2019;59;3;n;cd
5157;3483;08/10/2019;62;4;n;cc
5158;2000;08/10/2019;56;5;n;cc
5159;4776;08/10/2019;24;6;n;cc
5160;2334;08/10/2019;70;6;n;cd
5161;4756;08/10/2019;44;4;n;d
5162;2772;08/10/2019;49;6;n;cc
5163;;08/10/2019;114;4;n;d
5164;;08/10/2019;86;5;n;d
5165;126;08/10/2019;55;6;n;cd
5166;3866;08/10/2019;20;5;s;d
5167;1078;08/10/2019;40;4;s;cd
5168;2811;08/10/2019;49;5;n;d
5169;4942;08/10/2019;17;3;s;cc
5170;;08/10/2019;85;4;n;cd
5171;89;08/10/2019;59;6;s;d
5172;;08/10/2019;90;3;n;cc
5173;1579;08/10/2019;47;1;s;cd
5174;3548;09/10/2019;50;1;n;cc
5175;4812;09/10/2019;68;2;s;cd
5176;1681;09/10/2019;46;1;n;cc
5177;;09/10/2019;114;3;s;cc
5178;544;09/10/2019;54;1;n;d
5179;2734;09/10/2019;8;1;s;cc
5180;4010;09/10/2019;51;1;n;d
5181;244;09/10/2019;6;1;;cd
5182;;09/10/2019;94;6;s;cc
5183;;09/10/2019;115;2;s;cc
5184;1582;09/10/2019;73;6;s;cc
5185;;09/10/2019;78;3;s;cd
5186;;09/10/2019;117;3;n;d
5187;4814;09/10/2019;23;1;n;d
5188;4299;09/10/2019;18;5;n;cd
5189;2348;10/10/2019;64;5;n;cc
5190;55;10/10/2019;20;6;n;cd
5191;;10/10/2019;105;4;n;d
5192;3866;10/10/2019;14;4;n;d
5193;3119;10/10/2019;59;4;n;d
5194;;10/10/2019;102;3;n;cc
5195;4587;10/10/2019;8;5;n;cc
5196;1060;10/10/2019;16;1;n;cc
5197;2066;10/10/2019;71;3;n;d
5198;;10/10/2019;90;1;s;cc
5199;2471;10/10/2019;19;4;n;cc
5200;3787;10/10/2019;8;1;s;cc
5201;732;10/10/2019;15;6;n;cd
5202;;10/10/2019;112;1;s;d
5203;863;10/10/2019;22;3;s;d
5204;2744;10/10/2019;17;1;s;cc
5205;3432;10/10/2019;27;5;n;cc
5206;;10/10/2019;117;2;s;cc
5207;;10/10/2019;116;1;s;d
5208;;10/10/2019;115;6;n;d
5209;220;10/10/2019;59;4;n;cc
5210;;10/10/2019;91;5;;d
5211;;10/10/2019;110;4;n;cd
5212;;10/10/2019;90;5;n;cd
5213;;10/10/2019;79;6;n;cc
5214;;11/10/2019;105;2;n;cd
5215;2636;11/10/2019;30;5;n;cc
5216;;11/10/2019;115;1;n;cc
5217;;11/10/2019;87;5;n;cc
5218;340;11/10/2019;35;3;s;cc
5219;761;11/10/2019;46;4;n;cc
5220;4536;11/10/2019;2;5;s;cc
5221;2887;11/10/2019;28;5;n;cc
5222;;11/10/2019;106;2;s;d
5223;2555;11/10/2019;35;6;n;d
5224;4024;11/10/2019;23;5;s;cc
5225;;11/10/2019;97;1;n;cc
5226;;11/10/2019;82;4;n;cd
5227;207;11/10/2019;24;4;n;d
5228;2590;11/10/2019;52;2;n;cc
5229;;11/10/2019;79;2;n;cc
5230;;11/10/2019;81;4;s;d
5231;3311;12/10/2019;63;6;;cc
5232;;12/10/2019;101;4;s;cd
5233;4625;12/10/2019;67;5;s;cd
5234;3080;12/10/2019;52;3;s;cc
5235;;12/10/2019;92;2;s;d
5236;2612;12/10/2019;70;1;n;d
5237;;12/10/2019;92;4;s;cd
5238;2881;12/10/2019;62;3;n;cd
5239;2155;12/10/2019;5;4;s;cc
5240;3970;12/10/2019;27;3;n;cc
5241;;12/10/2019;109;1;s;cd
5242;1444;12/10/2019;9;5;n;cc
5243;;12/10/2019;109;6;;d
5244;;12/10/2019;84;3;s;d
5245;2373;12/10/2019;10;6;n;d
5246;4811;12/10/2019;1;1;s;cd
5247;;12/10/2019;85;5;n;cc
5248;3744;13/10/2019;11;6;s;cd
5249;1456;13/10/2019;67;5;n;cd
5250;995;13/10/2019;57;2;;cd
5251;2385;13/10/2019;29;1;n;cd
5252;4531;13/10/2019;25;1;n;cd
